filename	total_length	ncontigs	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
SRR15097953.fasta	5646355	103	54818.98	680126	549	297	3	230722	8	118631	14	48213	27
SRR15097954.fasta	5413515	56	96669.91	691851	530	415	6	324637	6	172135	10	92093	18
SRR15097956.fasta	5487662	66	83146.39	480281	540	485	5	354924	7	251639	11	58457	20
SRR15097957.fasta	5340828	69	77403.30	403775	543	709	9	224263	9	172704	15	60977	24
SRR15097958.fasta	5485480	55	99736.00	762631	516	411	6	250098	7	176274	12	79730	20
SRR15097959.fasta	5845231	95	61528.75	575952	540	515	7	250478	8	146338	14	41794	29
SRR15097960.fasta	5370668	46	116753.65	1014017	544	605	8	320073	6	179180	10	92919	17
SRR15097961.fasta	5439801	52	104611.56	525701	500	398	5	358918	7	294998	10	108939	15
SRR15097962.fasta	5674695	111	51123.38	467932	521	414	6	187770	11	99470	19	41571	35
SRR15097963.fasta	5353022	45	118956.04	762154	716	308	4	341954	5	214703	9	86569	16
SRR15097965.fasta	5668838	50	113376.76	834828	661	604	7	298796	6	213227	11	76776	20
SRR15097967.fasta	5629308	92	61188.13	804046	504	799	9	231056	8	115546	14	38828	28
SRR15097969.fasta	5542371	79	70156.59	714664	584	319	5	303471	6	160919	11	54871	21
SRR15097970.fasta	5452779	61	89389.82	754883	500	523	8	361461	6	245453	10	86419	18
SRR15097971.fasta	5690105	70	81287.21	476392	507	520	8	261725	9	185820	14	77126	23
SRR15097972.fasta	5726536	125	45812.29	804115	504	599	7	203882	9	108693	16	34936	35
SRR15097973.fasta	5429414	68	79844.32	484117	607	779	8	168217	9	109495	17	49301	31
SRR15097974.fasta	5261883	47	111954.96	637896	509	398	4	361773	6	259541	10	86419	16
SRR15097975.fasta	5533722	70	79053.17	935899	547	489	5	387312	6	292099	9	79501	17
SRR15097976.fasta	5536788	81	68355.41	637172	571	594	6	326396	6	159284	11	62516	21
SRR15097977.fasta	5323159	56	95056.41	778661	551	494	5	354446	5	164474	10	62936	20
SRR15097978.fasta	5590848	60	93180.80	739397	541	109	2	360882	6	212636	10	61589	19
SRR15097979.fasta	5224354	52	100468.35	444924	511	586	6	281199	8	167549	12	73490	21
SRR15097980.fasta	5590123	113	49470.12	367114	503	470	5	155227	13	99470	22	32280	39
SRR15097981.fasta	5474963	33	165907.97	852046	600	993	11	419925	5	291831	8	196981	13
SRR15097982.fasta	5495290	35	157008.29	1036530	533	99	1	375891	5	259458	9	147283	14
SRR15097983.fasta	5857117	107	54739.41	443713	551	689	7	186169	11	125953	18	30796	38
SRR15097984.fasta	5532724	63	87821.02	727433	532	836	12	247117	7	169128	12	59769	22
SRR15097985.fasta	5388791	61	88340.84	500722	509	195	2	296865	7	198338	11	66333	21
SRR15097987.fasta	5684099	98	58001.01	483631	500	396	4	248543	8	119052	14	47578	28
SRR15097988.fasta	5743129	70	82044.70	771225	501	593	6	368522	6	216223	10	61683	21
SRR15097989.fasta	5364656	27	198690.96	730032	600	100	1	461525	5	361354	7	162604	11
SRR15097990.fasta	5764591	102	56515.60	443319	546	587	6	158570	12	130822	20	36287	38
SRR15097992.fasta	5750740	93	61835.91	335327	514	139	5	169779	13	86472	22	36761	41
SRR15097993.fasta	5544155	76	72949.41	460487	521	1089	12	291963	8	156076	13	53054	24
SRR15097994.fasta	5862563	71	82571.31	606665	585	312	5	232144	9	185569	14	59790	26
SRR15097995.fasta	6097401	127	48011.03	462527	530	809	10	255890	9	125801	16	40459	35
SRR15097996.fasta	5717539	118	48453.72	745541	501	1073	11	213704	9	110174	16	34888	34
SRR15097998.fasta	5651754	98	57670.96	522048	520	294	3	254793	8	154284	14	34611	29
SRR15098002.fasta	5581197	57	97915.74	719158	546	585	6	342192	6	230283	10	99409	17
SRR15098003.fasta	5469307	52	105178.98	906267	575	779	8	231349	7	201876	12	63082	23
SRR15098004.fasta	5882192	156	37706.36	382735	544	698	8	155568	14	91643	24	27550	47
SRR15098006.fasta	5821173	67	86883.18	807007	513	606	8	352923	6	156318	11	78457	22
SRR15098007.fasta	5489151	60	91485.85	479444	533	1022	14	264332	8	195217	13	56114	23
SRR15098008.fasta	5811887	90	64576.52	461339	627	720	10	201336	9	140425	16	41794	32
SRR15098009.fasta	5414932	55	98453.31	500455	547	515	7	289598	8	182794	12	66332	21
SRR15098011.fasta	5546599	87	63754.01	432385	512	593	6	214514	10	163581	16	64618	27
SRR15098012.fasta	5837532	84	69494.43	735206	508	813	11	255135	7	153362	13	68856	24
SRR15098013.fasta	5632572	99	56894.67	803776	504	705	9	211320	9	123155	16	34936	30
SRR15098017.fasta	5476530	43	127361.16	1065972	515	708	9	390817	5	303910	8	86565	16
SRR15098018.fasta	5409158	70	77273.69	663749	515	499	6	172136	9	153385	16	80412	25
SRR15098019.fasta	5577658	82	68020.22	893129	515	492	5	321503	6	143412	12	57298	23
SRR15098020.fasta	5852720	97	60337.32	479494	501	688	7	262426	9	165671	14	51449	25
SRR15098021.fasta	5858980	84	69749.76	712713	501	593	7	293743	7	188543	11	61973	21
SRR15098022.fasta	5857416	93	62982.97	713388	528	575	6	292346	7	173872	12	93004	20
SRR15098026.fasta	5398708	122	44251.70	414734	501	206	3	194638	10	94150	18	26390	38
SRR15098027.fasta	5639832	114	49472.21	411070	501	886	9	198226	10	113704	18	44546	33
SRR15098028.fasta	5420892	50	108417.84	711968	527	830	12	280832	7	192608	12	86371	20
SRR15098029.fasta	5679929	130	43691.76	576503	515	694	8	301836	8	159914	12	48416	25
SRR15098030.fasta	5243774	43	121948.23	830779	687	491	6	451491	5	254953	9	86518	17
SRR15098031.fasta	5225091	35	149288.31	824239	502	804	9	379322	4	280427	7	99591	13
SRR15098032.fasta	5697189	104	54780.66	514826	516	615	8	197205	9	113652	17	40000	33
SRR15098033.fasta	5758620	111	51879.46	755101	523	803	10	308334	7	236455	11	38246	24
SRR15098034.fasta	5807443	160	36296.52	361460	533	883	9	125001	16	72897	29	24209	56
SRR15098036.fasta	5633248	69	81641.28	1092346	536	702	8	363388	5	271527	8	50735	17
SRR15098037.fasta	5672895	82	69181.65	760543	502	773	8	370845	6	287990	10	54559	20
SRR15098038.fasta	5660947	93	60870.40	671885	501	971	10	203694	9	129805	16	44621	30
SRR15098040.fasta	5595700	66	84783.33	1106756	518	783	8	292292	6	183317	11	53280	22
SRR15098041.fasta	5686212	60	94770.20	746563	501	681	7	306970	7	230587	11	72691	20
SRR15098042.fasta	5628858	95	59251.14	804726	529	881	9	248223	7	134559	13	39388	29
SRR15098043.fasta	5400960	57	94753.68	555590	510	591	6	350478	7	291877	10	66258	20
SRR15098044.fasta	5697422	53	107498.53	1012467	627	590	6	399281	5	214702	8	99441	16
SRR15098045.fasta	5474947	56	97766.91	558433	555	603	7	332805	7	263868	11	63721	20
SRR15098046.fasta	5638257	69	81713.87	1053022	505	885	9	340483	6	185438	10	86940	18
SRR15098047.fasta	5137904	36	142719.56	984061	533	691	7	423163	5	360026	7	149449	11
SRR15098048.fasta	5317243	49	108515.16	917252	535	709	9	361324	5	307338	8	99471	13
SRR15098049.fasta	5943383	182	32655.95	438908	504	208	3	190384	10	88854	20	18396	47
SRR15098050.fasta	5874410	99	59337.47	803532	523	990	11	216063	8	140321	15	39773	30
SRR15098051.fasta	5868372	106	55362.00	443276	523	701	8	175998	12	94240	21	37117	39
SRR15098052.fasta	5677935	84	67594.46	541704	520	602	7	203875	9	130433	15	44538	29
SRR15098053.fasta	5499165	64	85924.45	691951	536	305	4	263970	7	145954	13	60766	24
SRR15098054.fasta	5315565	66	80538.86	474782	535	715	9	277659	7	186815	12	77389	21
SRR15098055.fasta	5479617	32	171238.03	1194434	531	698	8	459183	4	310584	7	111337	12
SRR15098056.fasta	5529247	75	73723.29	588353	529	513	7	222027	8	129514	14	58695	26
SRR15098057.fasta	5483629	52	105454.40	752120	515	890	10	305172	6	225671	10	80964	19
SRR15098058.fasta	5383789	38	141678.66	806619	638	589	6	396386	5	310724	8	93004	14
SRR15098059.fasta	5425451	135	40188.53	385828	510	687	7	111439	15	79304	26	28530	47
SRR15098060.fasta	5483543	86	63762.13	631782	501	407	5	309893	7	170342	11	67353	22
SRR15098061.fasta	5524044	70	78914.91	559878	514	821	11	244799	8	166675	13	66773	24
SRR15098062.fasta	5864371	75	78191.61	439889	814	529	9	274951	8	158750	14	56131	28
SRR15098063.fasta	5535523	49	112969.86	475672	548	520	8	272905	8	228260	13	92153	20
SRR15098064.fasta	5455278	60	90921.30	582487	614	781	8	367912	6	166565	10	59268	19
SRR15098065.fasta	5665679	89	63659.31	1000482	508	609	8	329162	6	189541	11	83336	19
SRR15098066.fasta	5671370	83	68329.76	1008626	501	690	7	236334	7	145082	13	54632	26
SRR15098067.fasta	5207311	40	130182.77	744269	533	219	4	348494	6	260097	9	88729	17
SRR15098068.fasta	5570739	125	44565.91	240203	511	1182	12	135859	17	71013	28	26001	52
SRR15098069.fasta	5561215	50	111224.30	844626	513	801	9	409870	5	222288	9	75181	17
SRR15098070.fasta	5524077	53	104227.87	969677	520	408	5	230039	6	177398	11	77141	20
SRR15098071.fasta	5968920	136	43889.12	392532	508	296	3	151786	13	80617	24	29935	46
SRR15098072.fasta	5675777	171	33191.68	803587	501	627	10	124212	13	71940	25	21674	53
SRR15098073.fasta	5641753	55	102577.33	674441	508	308	4	350088	6	305388	9	74807	18
SRR15098074.fasta	5237795	46	113865.11	502143	525	700	8	304145	7	199510	12	86517	19
SRR15098075.fasta	5505105	39	141156.54	1652432	541	531	9	475039	3	251018	6	64467	13
SRR15098076.fasta	5400173	42	128575.55	609941	618	713	10	252011	7	175524	12	77882	21
SRR15098077.fasta	5205177	40	130129.43	1131980	600	397	4	356532	5	292301	8	94205	16
SRR15098078.fasta	5335531	54	98806.13	639304	544	508	6	311942	7	182226	11	74851	21
SRR15098079.fasta	5724311	125	45794.49	803992	520	799	9	235518	8	99770	16	32307	36
SRR15098080.fasta	5495905	47	116934.15	1016597	520	614	8	430975	5	214703	8	77141	16
SRR15098081.fasta	5935338	101	58765.72	473309	504	300	3	215347	9	133580	16	49420	31
SRR15098082.fasta	5525910	59	93659.49	715992	520	492	5	215235	8	160820	14	66493	23
SRR15098084.fasta	5559758	92	60432.15	831424	550	811	10	212546	7	151550	13	35602	26
SRR15098085.fasta	5605648	85	65948.80	768553	542	611	8	227165	8	123144	15	38828	29
SRR15098086.fasta	5547335	79	70219.43	1103866	554	588	6	362237	4	146742	10	59791	21
SRR15098087.fasta	5371250	60	89520.83	995152	538	697	8	472060	4	229781	7	86609	13
SRR15098088.fasta	5386064	38	141738.53	949173	638	801	9	389311	5	310787	9	244519	12
SRR15098089.fasta	5664946	120	47207.88	365259	547	416	6	196040	11	135474	18	37015	33
SRR15098091.fasta	5463997	47	116255.26	748732	600	705	8	270121	7	178849	12	99437	20
SRR15098092.fasta	5644195	62	91035.40	1155597	531	198	2	311822	6	205212	10	61608	19
SRR15098093.fasta	5475179	73	75002.45	508645	511	1482	16	291964	7	144679	13	56901	25
SRR15098095.fasta	5483185	70	78331.21	858979	526	588	7	355512	6	281475	9	70653	19
SRR15098096.fasta	5555756	62	89608.97	962381	505	901	10	307976	6	224604	10	75423	18
SRR15098097.fasta	5360535	53	101142.17	850685	517	500	6	265472	7	161753	12	86659	21
SRR15098098.fasta	5494393	70	78491.33	718291	584	592	6	353104	5	160942	10	62515	20
SRR15098099.fasta	5754899	69	83404.33	626122	508	494	5	319640	7	154435	12	47537	25
SRR15098100.fasta	5945430	150	39636.20	493460	505	807	10	226321	9	133578	15	33271	33
SRR15098101.fasta	5546806	94	59008.57	526339	515	306	4	201459	9	139479	15	42795	30
SRR15098102.fasta	5469010	72	75958.47	682985	547	886	9	355476	6	247526	9	43575	21
SRR15098103.fasta	5648147	80	70601.84	459064	615	695	8	220800	10	135685	16	49921	29
SRR15098104.fasta	5797037	122	47516.70	327457	500	893	10	130409	14	86845	24	33425	44
SRR15098106.fasta	5654250	102	55433.82	411577	528	884	9	204022	10	96976	19	39872	36
SRR15098107.fasta	5509493	55	100172.60	419381	510	684	7	256542	9	187337	14	86432	22
SRR15098108.fasta	5835986	118	49457.51	544435	505	694	7	292591	8	216626	13	38445	26
SRR15098109.fasta	5445680	51	106778.04	682302	523	725	10	236039	7	147127	12	73421	22
SRR15098110.fasta	5593872	92	60802.96	456573	500	910	11	188600	10	140802	17	53971	28
SRR15098111.fasta	5596189	82	68246.21	494700	519	492	5	273090	8	163596	14	46276	26
SRR15098112.fasta	5588165	57	98037.98	777505	533	694	8	317797	6	219825	10	70279	19
SRR15098113.fasta	5764398	146	39482.18	443879	502	694	8	172724	12	116929	20	33688	37
SRR15098114.fasta	5678835	74	76741.01	517111	533	399	5	322456	7	157336	12	78681	22
SRR15098115.fasta	5539727	81	68391.69	666837	501	798	9	338058	6	227570	10	52253	22
SRR15098116.fasta	5691773	107	53194.14	483855	516	526	8	295251	8	102970	14	43224	30
SRR15098117.fasta	5563276	86	64689.26	419088	502	812	10	182494	10	134002	18	48667	32
SRR15098118.fasta	5455177	57	95704.86	585699	510	722	11	240242	9	129797	15	62591	27
SRR15098119.fasta	5483593	87	63029.80	519937	519	500	6	292402	8	159487	13	51534	25
SRR15098120.fasta	5585533	85	65712.15	419420	511	1078	11	182446	11	142318	18	49883	31
SRR15098121.fasta	5270396	44	119781.73	754805	502	999	11	582248	4	215057	8	86467	15
SRR15098122.fasta	5501413	45	122253.62	599992	506	398	5	280146	8	180703	12	87901	21
SRR15098123.fasta	5413807	77	70309.18	501093	507	492	5	204260	8	99419	14	34371	31
SRR15098124.fasta	5550948	95	58431.03	1009637	514	689	7	317921	6	254908	10	61909	19
SRR15098125.fasta	5600519	83	67476.13	962575	540	509	7	305730	5	139816	10	54997	22
SRR15098126.fasta	5807151	113	51390.72	712598	507	1072	11	302263	7	152535	12	47220	23
SRR15098128.fasta	5668447	88	64414.17	653355	503	853	14	308056	7	149439	13	57237	25
SRR15098129.fasta	5573066	78	71449.56	681394	502	849	14	355432	7	220849	11	51260	22
SRR15098130.fasta	5535251	62	89278.24	726142	507	320	5	351545	6	297114	10	66790	18
SRR15098131.fasta	5352284	75	71363.79	598602	516	800	9	308657	7	182775	12	47632	22
SRR15098132.fasta	5656794	93	60825.74	650575	505	802	9	308055	7	141034	13	47422	25
SRR15098133.fasta	5710004	135	42296.33	327553	543	218	4	181594	12	99008	20	29217	42
SRR15098134.fasta	5647790	66	85572.58	844574	547	540	7	396006	5	216222	9	61968	18
SRR15098135.fasta	5671527	83	68331.65	945723	501	491	5	282129	6	168440	11	41537	25
SRR15098136.fasta	5535668	65	85164.12	751176	507	707	9	391437	6	295994	9	82512	16
SRR15098137.fasta	5435155	61	89100.90	850449	507	691	8	637338	4	214703	7	86569	15
SRR15098139.fasta	5394356	83	64992.24	446411	638	715	9	253659	9	141259	15	34548	29
SRR15098140.fasta	5536731	67	82637.78	1029755	529	314	5	343608	5	160809	10	86436	18
SRR15098141.fasta	5892837	83	70998.04	779385	517	894	9	358918	6	135327	12	52805	24
SRR15098143.fasta	5333172	38	140346.63	771292	759	403	5	349779	6	261717	9	103357	15
SRR15098144.fasta	5796190	110	52692.64	365139	533	594	7	167371	12	109070	21	38418	37
SRR15098145.fasta	5500604	44	125013.73	1002485	505	807	10	449591	4	271165	8	92824	15
SRR15098146.fasta	5640104	69	81740.64	630612	553	694	7	370058	6	199272	10	52343	20
SRR15098147.fasta	5518011	68	81147.22	714637	571	594	6	326964	6	167514	10	71693	19
SRR15098148.fasta	5424421	77	70447.03	550284	526	509	7	206877	8	109668	16	48218	28
SRR1510963.fasta	5370093	52	103271.02	499225	536	395	13	223702	8	175671	13	71592	22
SRR15123351.fasta	5627677	67	83995.18	689019	554	0	0	350359	6	202089	10	77283	19
SRR15123352.fasta	5584376	68	82123.18	689122	507	199	2	350434	6	192123	10	86610	19
SRR15123353.fasta	5627786	65	86581.32	689019	554	197	2	344089	6	257106	10	77283	19
SRR15132465.fasta	5677748	78	72791.64	725665	570	197	2	276455	7	208060	12	73441	21
SRR15132467.fasta	5622303	74	75977.07	1000224	510	200	2	328997	6	234200	10	91464	18
SRR15132471.fasta	5633409	68	82844.25	851378	570	191	2	219483	7	159104	13	62300	23
SRR15132477.fasta	5430461	59	92041.71	444167	616	199	2	268190	8	188380	13	73511	21
SRR15132479.fasta	5540292	55	100732.58	995822	637	98	1	369258	5	265634	9	93405	15
SRR15132481.fasta	5440085	26	209234.04	1974914	506	100	1	499361	3	408258	5	297113	8
SRR15140809.fasta	5815399	70	83077.13	728482	631	692	7	342858	6	171644	11	59573	23
SRR15140810.fasta	5813620	96	60558.54	960211	509	591	6	185731	8	112898	15	42423	33
SRR15140811.fasta	5816362	79	73624.84	1013193	520	597	6	232154	6	135963	13	47662	27
SRR15150503.fasta	5884745	107	54997.62	714997	514	395	4	270704	7	161661	13	45192	26
SRR15150509.fasta	5315487	35	151871.06	981939	820	499	5	371928	5	304901	8	91316	14
SRR15167005.fasta	5658089	55	102874.35	626768	540	497	5	428565	6	366959	9	86516	14
SRR15167011.fasta	5605290	62	90407.90	461823	511	888	9	307735	8	178530	13	84929	22
SRR15167012.fasta	5803725	127	45698.62	403030	523	606	7	184641	11	99660	20	33387	40
SRR15167015.fasta	5609685	86	65228.90	443685	502	686	7	191398	10	124082	17	42527	31
SRR15167018.fasta	5982766	108	55395.98	412064	547	504	6	185696	11	87913	21	39742	41
SRR15167019.fasta	5698712	114	49988.70	702281	533	0	0	155870	10	100533	19	28974	37
SRR15167023.fasta	5469571	63	86818.59	776655	515	607	7	316931	6	159287	11	77141	21
SRR15167039.fasta	5571329	62	89860.15	1177720	565	308	4	477707	4	309413	7	52702	16
SRR15167045.fasta	5669153	68	83369.90	577510	505	505	6	307976	6	179598	11	75445	21
SRR15167060.fasta	5454092	103	52952.35	410148	529	319	5	137534	12	95760	21	35023	38
SRR15167062.fasta	5687388	92	61819.43	733726	533	790	9	293689	6	202271	11	64395	20
SRR15167064.fasta	5821015	82	70987.99	704069	506	511	7	278147	7	153310	13	49901	25
SRR15167065.fasta	5585779	87	64204.36	619229	524	305	4	178884	10	115546	18	53277	31
SRR15167066.fasta	5650790	84	67271.31	635792	609	392	4	182401	11	117438	18	50048	31
SRR15167069.fasta	5608414	99	56650.65	407229	524	304	4	225406	10	127582	17	29800	33
SRR15197808.fasta	5542109	53	104568.09	998748	523	296	3	300452	6	292734	9	97591	15
SRR15197809.fasta	5452809	70	77897.27	572728	510	297	3	326613	7	227248	12	95220	20
SRR15197810.fasta	5459431	67	81484.04	1002510	510	396	4	328997	6	227248	10	95220	18
SRR15197812.fasta	5611798	86	65253.47	613102	501	297	3	292424	7	213762	11	74754	21
SRR15197813.fasta	5550873	63	88109.10	648606	505	691	7	263816	8	138427	13	59680	26
SRR15197814.fasta	5415709	39	138864.33	931334	571	396	4	513869	4	214704	7	99441	13
SRR15197816.fasta	5788952	78	74217.33	1275856	546	416	5	214609	6	159054	12	47501	25
SRR15197817.fasta	5584346	64	87255.41	986930	507	591	6	505017	4	347866	7	99453	12
SRR15206198.fasta	5514816	241	22883.05	230971	504	100	1	47068	34	31048	63	14815	113
SRR15206199.fasta	5816691	371	15678.41	210672	509	309	4	37525	46	22647	86	8063	170
SRR15206200.fasta	6052804	238	25431.95	278224	500	816	10	74346	26	44109	46	16676	90
SRR15206201.fasta	5503143	303	18162.19	241132	533	549	10	39139	40	24755	75	9092	147
SRR15206202.fasta	5880663	148	39734.21	239515	506	795	8	124528	18	72443	29	29624	54
SRR15206203.fasta	6061482	203	29859.52	311304	500	706	8	95761	20	56201	35	19241	70
SRR15206204.fasta	5742481	199	28856.69	336382	501	1205	13	68111	25	47430	46	17700	85
SRR15215604.fasta	5729158	105	54563.41	539485	533	292	3	212069	9	122104	16	31428	31
SRR15215606.fasta	5588585	83	67332.35	507294	508	195	2	205655	10	125019	18	59006	31
SRR15215608.fasta	5425657	69	78632.71	1001156	509	292	3	270763	7	186332	11	95220	19
SRR15215611.fasta	5714907	97	58916.57	542511	533	210	3	198589	10	116549	18	39922	33
SRR15215612.fasta	5513380	56	98453.21	1178240	512	508	7	306944	5	175062	10	75433	19
SRR15215613.fasta	5754228	106	54285.17	542445	533	411	6	198588	9	122112	17	37224	32
SRR15243789.fasta	5306080	145	36593.66	316286	535	210	12	92136	20	63445	33	25926	58
SRR15243790.fasta	5738663	46	124753.54	774721	616	702	8	471314	5	249470	9	86688	16
SRR15243791.fasta	5626574	73	77076.36	546750	515	489	5	324961	7	150076	12	61505	23
SRR15243797.fasta	5620584	43	130711.26	1460921	656	414	6	472162	4	361619	7	82789	13
SRR15243803.fasta	5269916	90	58554.62	477372	550	298	3	281376	8	179780	12	53363	24
SRR15251141.fasta	5459597	45	121324.38	1042943	533	395	4	356809	6	235981	10	92687	16
SRR15254030.fasta	5812162	94	61831.51	683020	510	494	5	370065	6	265244	9	66211	18
SRR15254742.fasta	5806704	78	74444.92	978483	510	786	8	425893	5	293942	8	66211	16
SRR15263988.fasta	5775533	101	57183.50	778426	536	814	10	224875	9	135174	15	36332	32
SRR15293794.fasta	5695095	114	49956.97	522870	520	718	10	176781	11	91129	21	34540	38
SRR15327870.fasta	5295981	145	36524.01	369523	514	318	5	162096	12	80640	23	25914	43
SRR15340826.fasta	5465132	31	176294.58	761813	600	297	3	473559	5	367418	8	183801	11
SRR15340827.fasta	5148754	29	177543.24	967111	535	392	4	404380	4	341459	7	103381	11
SRR15340828.fasta	5491174	40	137279.35	547029	600	193	2	356621	7	247083	10	94214	17
SRR15340829.fasta	5364144	45	119203.20	597682	532	488	5	304038	7	195102	11	86432	21
SRR15342692.fasta	5466456	89	61420.85	1034339	510	195	2	270123	7	214197	11	73471	22
